Text,Emotion
working problem set,Neutral
Got selected for highest academic honors,Joy
Submitted social research,Neutral
need review lecture note,Neutral
Got funding for independent research project,Joy
Felt provoked by peer behavior,Angry
Missed internship opportunity I was really hoping for.,Sad
social impact project got funded,Joy
Worried about final exam results.,Fear
Afraid of poor lab results,Fear
scared calculus placement test,Fear
Group members are very irresponsible.,Angry
won sustainability innovation award,Joy
complete degree requirement time,Sad
Afraid of upcoming exams.,Fear
Instructor publicly criticized my work,Angry
Got cut from research publication,Sad
My grades are low in past semesters.,Sad
Worried about meeting academic expectations,Fear
study session productive,Neutral
Had a great time in univeristy.,Joy
Afraid of failing major assessments,Fear
scared comprehensive exam failure,Fear
Scared of being ignored in group work,Fear
 They never provide enough resources.,Angry
How can they biased ?,Angry
Attended study session,Neutral
Got cut from research publication,Sad
 I hate how they always compare students unfairly.,Angry
got lower expected mcat score,Sad
mental health really struggling,Sad
Our picnic in the campus garden was fun,Joy
Got cut from scholarly presentation,Sad
I am happy because today is my birthday.,Joy
Attended academic forum,Neutral
I got rejected from my affair.,Sad
I eat best fried rice.,Joy
Scared of some seniors.,Fear
Roommate conflicts making dorm life difficult,Sad
get medical school,Fear
Got selected as club president.,Joy
Today we have rice and curry to eat,Neutral
Got rejected from graduate assistantship,Sad
Instructor unfairly compared me to others,Angry
class attendance mandatory,Neutral
Felt angered by group meeting conflicts,Angry
sometimes I am bad in everything.,Sad
I am heading to the lecture hall now.,Neutral
Felt angered by peer plagiarism,Angry
I am a first year student,Neutral
Project report was rejected by panel,Sad
scared comprehensive examination,Fear
campus internet slow today,Neutral
Friends didnât wait for me at canteen,Sad
scared calculus placement test,Fear
I am charging my laptop now.,Neutral
Submitted policy research,Neutral
dance performance received standing ovation,Joy
Got irritated over research resource shortage,Angry
Research approach deemed fundamentally flawed,Sad
I went to BOC bank yesterday.,Neutral
Fell down in front of the canteen,Sad
anxious roommate compatibility,Fear
disappoint parent,Fear
Afriad of some rude seniors.,Fear
academic support service inadequate,Angry
Attended scholarly conference,Neutral
I am annoyed right now.,Angry
scared smart enough program,Fear
Afraid of rejection from fellowship,Fear
We celebrated finishing our assignments,Joy
Instructor questioned my competency,Angry
Fear of technology not working during presentation,Fear
I have a presentation tommorow .,Fear
Scared to challenge professor,Fear
 mad that no one takes responsibility.,Angry
Submitted weekly journal,Neutral
I was glad to teach my friends a new skill,Joy
Felt furious after research criticism,Angry
I am angry with raggers.,Angry
Research findings informing public policy,Joy
Academic journey exceeding wildest dreams,Joy
Favorite professor invited me to collaborate,Joy
professor seem like idea,Sad
scared living,Fear
campus climate control system malfunction,Angry
Got the best results for exam.,Joy
Attended academic support session,Neutral
Anxious about criticism from peers,Fear
Could not pay the library fine,Sad
I bought a new pen.,Neutral
submitted form office,Neutral
Reviewed conceptual frameworks,Neutral
Completed basic research study,Neutral
I felt good after finishing my viva,Joy
I am from physical deparment.,Neutral
I got more than I expect for results in exam.,Joy
Updated course schedule,Neutral
I was proud of my debate performance,Joy
Scared I wonot remember exam formulas,Fear
Got low marks in continuous assessment,Sad
Fear of speaking in front of strangers,Fear
We are going to be graduate next month.,Joy
completing daily reading list,Neutral
Missed the career guidance workshop,Sad
mobile app got featured tech news,Joy
Academic achievements inspiring countless others,Joy
Completed online module,Neutral
Exam are the saddest situation.,Sad
I send a mail to the leacturer,Neutral
Fear of not being able to finish exam,Fear
I ll be in the library after lunch.,Neutral
Completed bibliographic research,Neutral
Academic achievements inspiring infinite possibilities,Joy
class size student,Neutral
campus tour start noon,Neutral
Missed the lectures today.,Sad
Scared of peer criticism,Fear
Got angry after scholarship denial,Angry
professor offered teaching assistant position,Joy
Got a low grade,Sad
study group member plagiarized work,Angry
 angry at how disorganized this whole system is.,Angry
I repeat four subjects.,Sad
Classmate belittled my ideas repeatedly,Angry
handle course workload,Fear
Attended information session,Neutral
Attended academic symposium,Neutral
study room reserved tonight,Neutral
Passed every exams at first attempt so happy,Joy
Academic mentor abandoned supervision,Sad
Worried about comparing myself to others,Fear
Lost academic scholarship due to grades,Sad
Reviewed data quality,Neutral
Felt provoked by department decisions,Angry
Anxious about not fitting in,Fear
I am very happy today.,Joy
Got excluded from research conference,Sad
Someone talking rudely?,Angry
 I hate the way group members slack off.,Angry
Study abroad application was denied,Sad
Got invitation to transcend academic boundaries,Joy
anxious living away family,Fear
today we have leatures,Neutral
We laughed a lot during the break today,Joy
I went to see the doctor.,Neutral
I enjoyed a wonderful lunch with my friends today,Joy
Got upset over unfair grading curve,Angry
professor respect student opinion,Angry
anxious roommate compatibility,Fear
study guide cover main topic,Neutral
"After I came, the unscheduled lecture was informed.",Angry
Professor refused to provide feedback,Angry
Reviewed course objectives,Neutral
Felt provoked by peer competition,Angry
Academic goals require complete abandonment,Sad
Felt cheated in exam scoring,Angry
Professor refused to write recommendation letter,Sad
I have 4 roommates,Neutral
design won architecture competition,Joy
Power cut ruined my online lecture,Sad
Fear of forgetting research data,Fear
finally understood calculus concept,Joy
The bus is arriving in 10 minutes.,Neutral
Anxious about unclear instructions,Fear
 The projector always stops working during lectures.,Angry
I am take nap after lecture,Neutral
 Why is everything always so chaotic here,Angry
The assignment topic is interesting.,Neutral
campus bookstore sale,Neutral
Professor criticized my theoretical framework,Sad
my department is biology department,Neutral
frustrated that nothing ever gets fixed.,Angry
Reviewed research outcomes,Neutral
I am from computing department,Neutral
Scared of being judged by seniors,Fear
professor discriminates certain student,Angry
Felt enraged by lab partner mistakes,Angry
Worried about my research methods,Fear
Instructor showed bias in grading,Angry
Lecturer refused independent study request,Sad
 sitting near the sports ground.,Neutral
We will work on the project later.,Neutral
Professor invited me to co-author paper,Joy
finally mastered differential equation,Joy
The weather is nice this morning.,Neutral
My laptop is lenovo.,Neutral
Had to cancel my trip,Sad
Scared to answer unexpected questions,Fear
professor loved presentation,Joy
Attended scholarly symposium,Neutral
Academic achievements inspiring next generation,Joy
Classmate ridiculed my findings,Angry
Professor recommended me for visiting scholar position,Joy
scared competitive graduate school application,Fear
The lift is not working today.,Neutral
campus event calendar updated,Neutral
failed meet professor expectation,Sad
Submitted conference paper,Neutral
Got angry after mentor ignored request,Angry
Got accepted into my dream program,Joy
got harsh comment peer evaluation,Sad
worried upcoming job interview,Fear
scholarship reduced without explanation,Angry
Monkeys are everywhere.,Neutral
Classmate disrespected my contributions,Angry
got accepted medical school,Joy
Had a fun shopping trip with my classmates,Joy
Worried about project submission,Fear
My lab partner does not hel me.,Angry
"Tomorrow is the exam, how can I manage all the lessons today",Fear
Hi guys,Neutral
Submitted working paper,Neutral
I studying at physical department.,Neutral
Got selected for the final match.,Joy
Arguments with classmates escalated quickly,Angry
Got upset over unfair participation marks,Angry
Professor criticized my writing severely,Angry
Failed the practical exam miserably,Sad
Academic mentor believes in my research,Joy
understand advanced mathematics,Sad
Scared to ask questions in lecture,Fear
afraid academically prepared,Fear
fail licensing exam,Fear
grade recorded incorrectly,Angry
scholarship application got approved,Joy
worried time management skill,Fear
Academic achievements attracting media attention,Joy
Attended academic symposium,Neutral
need complete course evaluation,Neutral
Fear of poor presentation skills,Fear
Classmate challenged my methodology aggressively,Angry
professor grading assignment,Neutral
get competitive course,Sad
academic advising system broken,Angry
got highest grade organic chemistry,Joy
There is a meeting in the main hall.,Neutral
Reviewed research methodology,Neutral
I feel so proud of my latest assignment,Joy
need return library book,Neutral
worried career path uncertainty,Fear
I cired a lot yesterday.,Sad
Anxious about future job prospects,Fear
Afraid to ask questions in class,Fear
handle advanced coursework,Fear
Attended scholarly symposium,Neutral
Professor showed no enthusiasm for project,Sad
Our sports practice ended with a good game,Joy
Classmate undermined my progress,Angry
Scared that I will lose concentration,Fear
Had to redo the work,Angry
grade appeal denied unfairly,Angry
"I feel lonely ,",Sad
I am doing a part time job.,Neutral
Got furious after project rejection,Angry
Research methodology was heavily criticized,Sad
lab equipment reservation cancelled,Angry
That person is cunning.,Angry
Classmate disrespected my opinion,Angry
Attended scholarly workshop,Neutral
Attended research conference,Neutral
Submitted journal article,Neutral
Completed experimental design,Neutral
Got irritated over unfair deadlines,Angry
I got failed a 4 credit subject,Sad
Scared to ask for extension,Fear
I enjoyed the seminar with the guest speaker,Joy
Lost important notes before the final exam,Sad
I need to rest now,Neutral
performance earned critic acclaim,Joy
worried academic conference presentation,Fear
Missed the bus after the exam,Sad
taking break studying,Neutral
Attended interdisciplinary seminar,Neutral
professor graded exam unfairly,Angry
afraid failing statistic course,Fear
Scared of peer judgment,Fear
Afraid of disappointing peers,Fear
afraid asking professor help,Fear
just registered new semester,Neutral
Lost patience in academic meeting,Angry
professor give impossible assignment,Angry
The farewell party was so much fun,Joy
professor encourages question,Neutral
I workd hard but not archieved the target.,Sad
Reviewed theoretical concepts,Neutral
I repeat four subjects.,Sad
Got selected for academic leadership program,Joy
Classmate sabotaged my presentation,Angry
Got angry after scholarship rejection,Angry
Could not afford the study tour,Sad
Professor unfairly penalized my submission,Angry
I enjoyed the laughter in the cafeteria,Joy
I am from rajaratauniveristy,Neutral
Got invited to honor society,Joy
Reviewed research impact,Neutral
scared oral examination,Fear
got rejected honor society,Sad
My cat got died.,Sad
Research collaboration winning global recognition,Joy
Completed methodical analysis,Neutral
I am really happy our project got approved,Joy
Completed online discussion,Neutral
Academic mentor proud of my development,Joy
meet language requirement,Sad
Research methodology inspiring innovation,Joy
Submitted theoretical paper,Neutral
Study group disbanded due to conflicts,Sad
worried time management skill,Fear
Got excluded from research opportunity,Sad
Missed the cultural night dance practice,Sad
 often have to face great difficulties ,Angry
Professor criticized my fundamental understanding,Sad
Worried about forgetting the content,Fear
Could not go on batch trip,Sad
I will kill you.,Angry
Could not pay for lab chemicals,Sad
Worried about internship opportunities,Fear
I am wiritng a letter,Neutral
I am feeling vey heavy.,Sad
invention got patent approval,Joy
project partner took credit,Angry
Afraid of failing courses,Fear
Classmate intentionally misrepresented my work,Angry
I need to buy a new pen.,Neutral
 I cried so hard because I feel lonely.,Sad
Professor offered mentorship opportunity,Joy
Professor nominated me for university award,Joy
won mathematics olympiad,Joy
Study skills inadequate for current level,Sad
Lost the first match in sports meet,Sad
Completed participatory research,Neutral
What if my research is rejected?,Fear
Classmate questioned my dedication,Angry
Instructor overlooked my achievements,Angry
research interest supported,Sad
Thesis defense went exceptionally well,Joy
artwork sold student exhibition,Joy
Scared of academic mistakes,Fear
My boyfriend talking with another girls.,Angry
Worried about the complexity of the research,Fear
succeed field,Fear
anxious laboratory practical exam,Fear
I am happy about my gorup members.,Joy
The campus looks clean today.,Neutral
I am sleepy,Neutral
Nervous about failing research project,Fear
We laughed a lot during group discussions,Joy
I wen to medical center.,Neutral
Could not attend a friendâs wedding,Sad
Fear that I will stumble on my words,Fear
professor changed assignment requirement last minute,Angry
I ineligbled for  a exam witohut knowing.,Sad
got rejected dream internship program,Sad
group presentation next thursday,Neutral
Completed mixed-methods research,Neutral
I angry every time when batch meeting there.,Angry
Attended research seminar,Neutral
anxious thesis proposal defense,Fear
course workload completely unreasonable,Angry
Best friend transferred to different university,Sad
Got excluded from academic delegation,Sad
afraid meeting deadline,Fear
That person is cunning.,Angry
Professor criticized my entire approach,Sad
Received low marks for my project,Sad
Project funding was denied,Sad
anxious professor expectation,Fear
How can they biased ,Angry
Could not afford the hostel fee,Sad
Research direction completely misdirected,Sad
Academic mentor introduced me to experts,Joy
We enjoyed the photo booth at the festival,Joy
campus gym open am,Neutral
We shared our success stories in class,Joy
I have presentation this Monday.,Fear
Had to cancel my trip .,Sad
Fear of being embarrassed during group work,Fear
Hostel water supply stopped all day,Sad
Research methodology inspiring global transformation,Joy
Felt frustrated by repeated unfair grading,Angry
Professor offered position as academic icon,Joy
I have no friends because I am poor.,Sad
Professor refused research supervision,Sad
afraid disappointing mentor,Fear
Got highest grade in challenging course,Joy
The notice board has new updates.,Neutral
Scared of failing the research project.,Fear
research got featured scientific journal,Joy
Had a fun time visiting another faculty,Joy
Nervous about advisor disapproval,Fear
study tip helpful,Neutral
Checked the EIS ,Neutral
Reviewed methodological approaches,Neutral
handle academic stress,Fear
Nervous about comprehensive exams,Fear
Completed dissertation chapter,Neutral
meet professor high standard,Sad
scared thesis committee meeting,Fear
professor follow posted office hour,Angry
some one say they love my personality.,Joy
Classmate ridiculed my findings,Angry
internship application declined,Sad
  angry that the university doesnât listen to student voices.,Angry
Classmates loved my presentation,Joy
Professor questioned my basic competence,Sad
Tommorow is Monday,Neutral
worried clinical rotation performance,Fear
Instructor ignored my improvement efforts,Angry
worried academic conference presentation,Fear
Got funding for interdisciplinary research project,Joy
Got cut from all possible programs,Sad
I failed in everything .,Sad
campus parking enforcement excessive,Angry
My friends made my day special today,Joy
We enjoyed ice cream after lectures,Joy
Attended academic networking event,Neutral
Study approach yielding poor results,Sad
Work load is too much.,Angry
startup got investment angel investor,Joy
I am very joyful today .,Joy
The Wi Fi is slow in the hostel today.,Neutral
Completed systematic review,Neutral
My cat got died.,Sad
Worried about the assignments.,Fear
I drank lot of water.,Neutral
Lecturer give marks for only specific students.,Angry
I got a great internship ,Joy
I am very sad about my life.,Sad
missed bus morning,Neutral
study method effective,Neutral
Professor invited me to academic immortality,Joy
I donot have good friends here.,Sad
Got rejected from academic conference,Sad
Worried about project evaluation,Fear
Afraid of being unprepared,Fear
afraid prepared enough,Fear
Got rejected from everything applied to,Sad
Fear of disappointing my family,Fear
Lecturer always blaming on me without a valid reason.,Angry
got selected exclusive exchange program,Joy
scared meeting expectation,Fear
Received job offer before graduation,Joy
Attended academic meeting,Neutral
 Why is the system so slow and outdated?,Angry
Attended department seminar,Neutral
Reviewed ethical guidelines,Neutral
balance multiple commitment,Sad
Academic skills enabling societal contributions,Joy
Afraid of disappointing family expectations,Fear
 angry that they expect us to do everything perfectly.,Angry
The lecturer always picks favorites.,Angry
Team members not working properly I hate that.,Angry
Submitted case study analysis,Neutral
Afraid of failing major exams,Fear
get accepted study abroad,Sad
Groupmates didnot contribute,Angry
Attended scholarly forum,Neutral
afraid making presentation mistake,Fear
Missed important tutorial class today,Sad
worried mental health declining,Fear
Professor offered co-teaching opportunity,Joy
 They constantly shift deadlines and do not tell us.,Angry
Classmate took advantage of my efforts,Angry
Academic network spanning multiple continents,Joy
Professor offered position in academic nirvana,Joy
afraid fitting socially,Fear
Research findings changing field perspectives,Joy
He copied my full assignment.,Angry
The canteen has a long queue.,Neutral
I am happy I have a first class degree.,Joy
Got rejected from academic exchange program,Sad
We had an energetic dance practice,Joy
Could not pay for internet package,Sad
Made meaningful connection with industry professional,Joy
Attended research workshop,Neutral
Attended scholarly workshop,Neutral
I got bad grades in last semester.,Sad
I lost my lab coat.,Sad
Submitted comparative study,Neutral
I ate yummy rice .,Joy
Worried that my voice will shake,Fear
I canot work under this poor management.,Angry
Academic mentor nominating me for honors,Joy
Instructor dismissed my concerns publicly,Angry
I am very sad about my life.,Sad
Worried about poor recommendation letters,Fear
The class starts at 9 sharp.,Neutral
Had a joyful chat with my senior,Joy
afraid intellectually capable,Fear
Felt frustrated with lack of guidance,Angry
Professor invited me to academic eternity,Joy
 furious that seniors keep harassing juniors,Angry
professor nominated national award,Joy
I am almost done with the slides.,Neutral
Won the match with another faculty.,Joy
Nervous about lab experiment results,Fear
worried thesis topic approval,Fear
Fear of forgetting my lines,Fear
Today supervisor praised on our works.,Joy
Completed peer evaluation,Neutral
study hall quiet today,Neutral
I wake up at 5 AM,Neutral
Professor invited me to academic board,Joy
Discovered campus has amazing resources,Joy
dean list third semester,Joy
Could not buy food in canteen,Sad
Had to cancel my trip,Sad
professor posted new slide online,Neutral
I have low GPA currently.,Sad
Worried that my hard work wonot be recognized,Fear
Professor offered position among academic legends,Joy
won robotics competition,Joy
Our teamwork really paid off this time,Joy
Sometimes my roomates are angry with me for no reason.,Angry
scared making mistake lab,Fear
I failure in love.,Sad
Had a great lecture time.,Joy
Lecture is postponed to tommorow,Neutral
won innovation showcase,Joy
Felt furious about unfair deadlines,Angry
i hate being stuck in long group discussions that go nowhere.,Angry
innovation project got venture funding,Joy
I have low GPA currently.,Sad
How unlucky I am everything I do get fails.,Sad
academic integrity process flawed,Angry
Research skills applicable to industry needs,Joy
Completed pilot study,Neutral
submitted quiz online,Neutral
I am so glad I joined this university club,Joy
I wen to playground,Neutral
Nervous about performance assessment,Fear
Submitted applied research,Neutral
Thesis committee impressed with progress,Joy
campus wifi constantly,Angry
online learning platform crash frequently,Angry
Completed educational research,Neutral
They do not work cooperately ,Angry
Nervous before the seminar,Fear
professor hold review session,Neutral
received outstanding student award,Joy
Got excluded from project team,Sad
The projector screen is too small.,Neutral
 often have to face great difficulties ,Angry
"I passed my exams,",Joy
I am not sure I will pass the exam.,Fear
got rejected fellowship application,Sad
I enjoyed so much at freshers night party.,Joy
 Why do seniors keep bullying the juniors,Angry
I hate how they do not support mental health.,Angry
Had to submit project idea again and again.,Angry
The projector isnot working in class.,Neutral
What if I couldnt do the research on time. ,Fear
Felt enraged by project delay,Angry
Got accepted to prestigious academic fellowship,Joy
Afraid of practical time.,Fear
exam application is called,Neutral
Missed everything .,Sad
Got funding for large-scale research project,Joy
I was so happy to get extra marks in the test,Joy
I just pass the exam.,Joy
The timetable says no class now.,Neutral
Returned books to the library,Neutral
Afraid of being ridiculed by classmates,Fear
Academic journey becoming legendary inspiration,Joy
Nervous about academic deadlines,Fear
Nervous about lab evaluation,Fear
Professor offered position as intellectual giant,Joy
afraid public speaking assignment,Fear
Lost my spectacles during a lecture,Sad
preparing presentation slide,Neutral
What if they rag me?,Fear
Completed cognitive research,Neutral
I have got an A+,Joy
anxious professor recommendation,Fear
Fear of forgetting my speech in viva.,Fear
Got excluded from university honors,Sad
Academic achievements leading to opportunities,Joy
Worried about group members not cooperating,Fear
group project got highest mark,Joy
professor assigned reading material,Neutral
I m mad at every one right now.,Angry
 I hate the long queues at the cafeteria.,Angry
What if I cannot graduate on time.,Fear
Worried I wonot remember my speech,Fear
I feel very mad about my friends.,Angry
My friend not inform me the closing date of project proposal submission.,Angry
Academic skills making meaningful difference,Joy
Attended research conference,Neutral
Professor recommended me for academic award,Joy
Nervous when there my crush.,Fear
"Group project was successful done,",Joy
Nervous about group project performance,Fear
Phone got stolen in the bus,Sad
I got c minus for a exam and I am not okey with that.,Sad
vacation was postponed indefinitely,Sad
balance work study,Fear
Research findings dismissed as irrelevant,Sad
Nervous about academic probation,Fear
get scholarship desperately needed,Sad
Afraid of being unprepared in lab,Fear
feel left out from the batch.,Sad
 sitting in the campus garden.,Neutral
System crashed during submission yesterday.,Angry
Academic skills transferring to professional world,Joy
Scared of oral exams,Fear
Professor wrote excellent recommendation letter,Joy
professor provide study material,Angry
campus construction noise disrupts class,Angry
afraid disappointing research supervisor,Fear
I go to hostel to have a nap.,Neutral
Worried about department evaluation,Fear
campus dining hall hour changed,Neutral
My name is sudesh,Neutral
Research findings were deemed insignificant,Sad
Professor questioned my research methods,Sad
Lecturer late to do lectures.,Angry
I earned more marks rom the viva.,Joy
I am going to meet my first love tommorw I am happy.,Joy
They judge on me.,Angry
I am mad because they held lectures even in poydays,Angry
anxious peer evaluation feedback,Fear
Attended research workshop,Neutral
I have lowes marks for project .,Sad
afraid academic integrity violation,Fear
They keep ignoring me.,Angry
Lecturer late to do lectures.,Angry
Scared of lab accidents,Fear
Submitted analytical report,Neutral
Scared I will be the weakest student in class,Fear
group member contribute equally,Sad
I  am very angry with my roommates.,Angry
Got selected for prestigious fellowship,Joy
Afraid of research rejection,Fear
Received a gift from friends.,Joy
scared living,Fear
Afraid of disappointing my professor,Fear
 The power outage ruined my whole assignment.,Angry
need complete online module,Neutral
System crashed during submission,Angry
Academic plans completely derailed,Sad
get medical school,Fear
Instructor criticized my approach harshly,Angry
 I hate how everyone tries to pass the blame.,Angry
I am very happy about my grades.,Joy
anxious group presentation tomorrow,Fear
Afraid of research rejection,Fear
Classmate mocked my academic style,Angry
Submitted statistical report,Neutral
textbook price absolutely outrageous,Angry
I am sick of group members not replying on time.,Angry
The cafeteria is full today.,Neutral
Got excluded from department activities,Sad
Felt angered by failed experiment results,Angry
get popular elective course,Sad
anxious research ethic approval,Fear
Tommorrow I have proposal presentations.,Fear
I succesfully done my presenations.,Joy
 angry that no one respects deadlines.,Angry
I sm playing hockey,Neutral
My research topic was reject again and again.,Sad
Exam are over dobi is now free .,Joy
worried mental health declining,Fear
Felt disrespected by teaching assistant,Angry
need buy textbook chemistry class,Neutral
Worried about failing multiple subjects,Fear
campus activity fair tomorrow,Neutral
paper got published student journal,Joy
Attended academic retreat,Neutral
The lecturer uploaded the files.,Neutral
professor extended deadline,Neutral
got accepted exclusive mentorship program,Joy
Scared of not meeting deadlines,Fear
Professor refused to supervise my work,Sad
A friend lied to me so I am pissed off.,Angry
 explained it a hundred times and they did not get it frustrating,Angry
Some people bodyshame me,Angry
Afraid of making wrong decisions,Fear
I missed train to go back to home.,Sad
Those senior are very aggressive towards to us.,Angry
worried research funding,Fear
 furious at having to stay late every day.,Angry
professor said work inspires others,Joy
Felt there is no one for me.,Sad
scared fieldwork assignment,Fear
I got lot of gifts from my friends today.,Joy
going library study,Neutral
Felt enraged by lab mistakes beyond my control,Angry
Had a joyful dinner with my batchmates,Joy
Lab was locked,Angry
afford required textbook,Sad
Afraid of being academically behind,Fear
Worried about missing course prerequisites,Fear
Research methodology criticized as inadequate,Sad
exam format nothing like promised,Angry
I have one repeat subject.,Sad
Scared of being academically weak,Fear
Lost everything except my life .,Sad
Felt furious about unfair evaluation,Angry
Got selected for final matches.,Joy
Had a relaxing time after finishing my work,Joy
Lost my seat in the shuttle bus,Sad
Prepared for upcoming exam,Neutral
Enjoyed the trip to NuwaraEliya.,Joy
Lecturer disappointed with my performance,Sad
Academic progress slower than expected,Sad
We enjoyed snacks after the class ended,Joy
Could not submit the internship report,Sad
The admin staff are so rude and unhelpful.,Angry
Professor offered position in new research center,Joy
professor said work good enough,Sad
Missed important deadline for applications,Sad
Academic conference rejected my abstract,Sad
scared future career prospect,Fear
Got cut from departmental recognition,Sad
Felt furious after repeated rejection,Angry
Professor expressed serious concerns publicly,Sad
I hate you .,Angry
professor said writing need major improvement,Sad
Scared of research errors,Fear
How can I finish all the projects and face exams successfully?,Fear
They never listen to me.,Angry
Professor invited me to academic hall of fame,Joy
got accepted leadership program,Joy
Missed my family so badly.,Sad
 The lecturer always ends class early and wastes our time.,Angry
I hate raggers they are so annoying.,Angry
I have low gpa upto now.,Sad
Got invitation to shape future of education,Joy
Completed organizational study,Neutral
Why I am the only one who cares about this project,Angry
Worried about losing funding,Fear
Afraid of being left out of program,Fear
 Group work is impossible when no one cares.,Angry
professor give subjective grade objective test,Angry
I have 3 lectures for today,Neutral
Research methodology setting new standards,Joy
Reviewed research significance,Neutral
Made dean's list this semester,Joy
Professor disappointed with research quality,Sad
internship coordinator incompetent,Angry
Academic network driving positive change,Joy
need print assignment before class,Neutral
Submitted critical analysis,Neutral
Mentor offered great career advice,Joy
Attended graduate seminar,Neutral
Nervous about meeting supervisor,Fear
Professor recommended me for distinguished chair,Joy
Got rejected from academic workshop,Sad
Research collaboration yielding exciting results,Joy
Professor criticized every aspect harshly,Sad
professor prepare lecture,Angry
Got irritated over exam scoring errors,Angry
received student excellence scholarship,Joy
My group leader is a dictator.,Angry
handle academic stress,Fear
Attended scholarly forum,Neutral
won campus debate competition,Joy
professor cancelled office hour without warning,Angry
class got cancelled due weather,Neutral
scared speaking front class,Fear
I angry every time when batch meeting there.,Angry
Scared that I will mess up my viva,Fear
 I hate how seniors always boss us around.,Angry
Completed collaborative project,Neutral
Anxious about the grading system,Fear
Attended academic panel,Neutral
So hungry. This food is not yummy ,Angry
Attended research colloquium,Neutral
Professor refused thesis direction,Sad
one of a senior scolded on us.,Sad
Professor questioned my theoretical understanding,Sad
Got upset over project denial,Angry
My laptop got stolen .,Sad
qualify advanced placement,Sad
Afraid of making mistakes in research,Fear
LMS is not working properly.,Neutral
I am annoyed right now.,Angry
I did not submit assignmnets on time.,Sad
Completed observational study,Neutral
Attended ethics workshop,Neutral
afraid academic competition,Fear
perfect score midterm,Joy
anxious dissertation proposal,Fear
startup idea won pitch contest,Joy
Research collaboration achieving impossible dreams,Joy
Study abroad application got approved,Joy
Reviewed feedback on assignment,Neutral
Worried about failing the internship,Fear
Research collaboration addressing global challenges,Joy
Missed the first lecture of semester,Sad
Reviewed empirical evidence,Neutral
received university merit award,Joy
Scared that I will miss an important detail,Fear
Got accepted to exclusive academic fellowship,Joy
Instructor criticized my writing harshly,Angry
working research project,Neutral
The event starts after lunch.,Neutral
Couldnot meet the deadline and very upset about that.,Sad
understand complex theory,Fear
Had a cheerful talk with my lecturer,Joy
Got rejected from academic collaboration,Sad
My results are too low.,Sad
Professor invited me to establish research center,Joy
Felt left out in the group,Sad
Classmate undermined my efforts repeatedly,Angry
make wrong academic decision,Fear
Had a lecture in the morning,Neutral
got accepted study abroad program,Joy
Afraid of advisor disappointment,Fear
Got rejected from competitive program,Sad
Didn't get into honors program,Sad
Professor expressed disappointment openly,Angry
got rejected competitive scholarship,Sad
Scared of failing the viva,Fear
Instructor criticized my methodology,Angry
assignment instruction clear,Neutral
Attendace are compulsory I Hate that rule.,Angry
Worried about having a bad day,Fear
I got passed most difficult subject .,Joy
anxious comprehensive portfolio review,Fear
make friend new dorm,Sad
anxious professor recommendation,Fear
There was a power cut during our study period time.,Angry
Got good results for the exam,Joy
Academic future completely uncertain now,Sad
Could not pay for extra class,Sad
professor refuse clarify assignment requirement,Angry
Attended research symposium,Neutral
I live in poson mawatha,Neutral
I hate how they expect us to have no life outside studies.,Angry
Research methodology gaining recognition,Joy
Noisy classroom disturbed me,Angry
Scared of assignment rejection,Fear
Got funding for research transforming existence,Joy
Completed prescriptive study,Neutral
Had a bright and happy start to my day,Joy
Anxious about public speaking anxiety,Fear
weekend revision started,Neutral
Completed exploratory research,Neutral
I think I am feeling sad tody.,Sad
Anxious about losing motivation,Fear
Got invitation to present research findings,Joy
Had to walk in heavy rain,Sad
scared graduate school interview,Fear
Got rejected from research fellowship,Sad
afraid disappointing research supervisor,Fear
finally finished thesis defense,Joy
My group leader is very rude.,Angry
The campus is crowded today.,Neutral
Instructor criticized my entire approach,Angry
Research findings contradicted by others,Sad
Completed required reading,Neutral
Got wet during campus cricket match,Sad
Attended academic symposium,Neutral
Classmate sabotaged my research presentation,Angry
Work load is high . ,Angry
my laptop crashed.,Sad
I am very sad to see that.,Sad
professor rejected research proposal,Sad
Aced the midterm exam I studied hard for,Joy
